"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Lou Brown","L","FB",89.761,11.726,6.978,2168.283,5.7209
"Mel Clark","R","FB",94.479,10.608,8.115,2539.288,6.4923
"Mel Clark","R","CH",87.023,8.554,5.879,1543.855,6.2379
"Lou Brown","L","FB",88.827,9.571,5.277,2041.771,5.8032
"Larry Fisher","R","FB",91.752,0.204,9.961,2080.577,7.1543
"Hank Murphy","R","FB",92.243,6.494,9.114,2321.555,6.4463
"Roger Bomman","R","FB",91.012,-4.674,7.667,2270.88,6.2808
"Lonnie Ritter","R","FB",95.647,9.168,5.989,2061.254,5.5182
"Rudy Bonilla","R","FB",91.859,-8.516,8.112,2209.609,6.252
"Jack Bradfield","R","BRK",86.562,-0.348,-1.157,2011.394,5.4324
"Lou Brown","L","CH",86,-10.838,5.8,2059.145,6.1869
"Lou Brown","L","BRK",76.858,1.987,2.651,2076.158,5.7573
"Pedro Cerrano","R","FB",88.708,-5.958,9.369,2219.349,6.1719
"Mel Clark","R","BRK",84.678,-0.943,1.001,2292.17,5.9399
"Terrence Mann","R","CH",81.765,10.134,1.341,1443.363,6.3618
"Roger Dorn","L","CH",80.024,9.722,6.171,1769.109,6.1413
"Lonnie Ritter","R","FB",90.515,9.731,3.309,1985.988,5.5294
"Hank Murphy","R","FB",91.662,-4.899,4.244,2392.255,7.4043
"Billy Chapel","L","FB",91.513,7.36,9.109,2346.74,5.4197
"Ken Strout","R","FB",91.064,-3.42,9.22,2618.614,6.2162
"Ben Williams","L","BRK",80.453,-6.115,-4.355,2466.978,5.3407
"Terrence Mann","R","BRK",80.922,-6.3,3.411,1981.65,5.9535
"Roger Bomman","R","FB",96.19,7.834,10.426,2702.145,6.4711
"Larry Fisher","R","FB",90.345,-3.674,6.585,2011.605,6.9662
"Mel Clark","R","BRK",82.5,-1.341,1.836,2282.463,5.6654
"Ken Strout","R","FB",91.704,4.497,10.842,2557.175,5.7644
"Mickey Scales","R","FB",92.649,-2.052,13.951,2215.593,6.334
"Charlie Donovan","R","BRK",83.8,5.221,15.766,2077.607,5.8871
"Mel Clark","R","CH",85.21,11.597,5.597,1590.31,6.5582
"Jake Taylor","R","CH",84.502,8.957,3.745,2003.214,6.6874
"Lou Collins","L","FB",89.946,-2.685,10.763,2178.245,6.0134
"Hank Murphy","R","BRK",86.629,-1.258,4.271,2597.392,6.5697
"Terrence Mann","R","FB",91.076,8.004,5.973,2133.337,7.0214
"Davis Birch","R","FB",87.537,3.883,5.671,2946.654,5.9602
"Billy Chapel","L","BRK",76.322,2.207,-3.43,2350.817,5.5614
"Billy Chapel","L","CH",79.378,12.798,8.909,2585.4,5.2052
"Ben Williams","L","FB",94.26,-5.316,9.219,2196.199,6.0291
"Mickey Scales","R","FB",92.986,-2.275,11.904,2405.78,6.3684
"Charlie Donovan","R","BRK",79.942,0.895,-2.596,2191.41,5.35
"Mickey Scales","R","FB",92.352,-5.446,12.457,2337.449,6.564
"Davis Birch","R","FB",87.19,2.484,6.997,2627.583,5.1019
"Jake Taylor","R","FB",93.124,8.304,5.941,2092.086,6.8197
"Ken Strout","R","BRK",79.631,5.829,-3.933,2737.113,5.8536
"Roger Dorn","L","FB",88.682,-12.669,7.143,2313.825,6.5796
"Lonnie Ritter","R","FB",93.806,-8.67,5.998,2110.507,5.5058
"Ben Williams","L","FB",93.434,-5.45,11.434,2195.631,5.8981
"Roger Bomman","R","FB",91.096,6.468,6.328,2332.902,5.9116
"Ben Williams","L","CH",86.826,-8.748,3.63,1737.84,6.2922
"Lonnie Ritter","R","BRK",84.818,0.201,1.281,2384.417,5.5597
"Gus Sinski","L","FB",88.602,7.52,5.775,2056.802,5.4077
"Terrence Mann","R","BRK",78.041,7.464,0.947,2099.774,5.901
"Larry Fisher","R","FB",89.629,-2.296,10.239,2217.263,6.4891
"Lou Collins","L","CH",76.093,8.653,4.521,2284.837,5.7807
"Ben Williams","L","FB",95.158,-6.598,9.488,2367.257,6.5074
"Ken Strout","R","FB",90.802,4.532,10.256,2461.092,6.049
"Jimmy Pena","R","FB",89.845,4.119,11.381,2402.351,6.291
"Terrence Mann","R","FB",92.176,11.881,3.904,2205.062,6.9434
"Roger Bomman","R","BRK",76.629,10.714,-6.522,2372.579,6.3414
"Ken Strout","R","FB",92.115,-3.713,7.012,2468.437,6.3195
"Mel Clark","R","FB",93.43,7.603,8.753,2458.306,6.1783
"Lou Collins","L","FB",91.757,5.427,13.474,2221.554,5.6481
"Jimmy Dougan","R","FB",89.134,5.954,8.513,2169.477,5.4129
"George Knox","L","BRK",83.884,4.107,-0.497,2506.009,6.2586
"Mickey Hart","R","BRK",83.389,8.81,3.489,2426.401,6.3732
"Terrence Mann","R","BRK",77.948,5.101,-0.569,1883.576,5.8714
"Lonnie Ritter","R","FB",91.76,-7.923,7.437,2210.881,5.8001
"Lonnie Ritter","R","BRK",84.171,-1.996,-0.44,2331.988,6.1293
"Mickey Scales","R","FB",91.083,-5.542,10.279,2269.946,6.4359
"Billy Heywood","L","FB",87.62,-6.585,9.243,2127.152,6.1456
"Jimmy Dougan","R","BRK",79.196,-5.752,-1.219,2751.068,5.3217
"Charlie Donovan","R","FB",89.671,8.706,7.834,1900.467,5.8683
"Mel Clark","R","BRK",84.746,4.935,2.16,2476.009,6.0467
"Jake Taylor","R","BRK",85.072,-1.04,6.129,2341.15,6.7466
"Rudy Bonilla","R","FB",89.55,-6.182,6.928,1977.255,6.2997
"Ben Williams","L","FB",93.511,-6.946,10.742,2324.913,5.8969
"Jimmy Dougan","R","FB",88.576,9.577,6.804,1970.336,5.4707
"Jack Bradfield","R","FB",96.63,-5.369,9.666,2211.263,6.0964
"Lou Brown","L","FB",88.309,9.58,7.831,1983.443,5.9564
"Terrence Mann","R","FB",89.446,7.465,8.009,2197.445,6.829
"Lou Brown","L","FB",88.892,7.667,11.706,2162.404,5.7995
"Billy Chapel","L","FB",90.283,7.639,8.79,2215.969,5.6346
"Larry Fisher","R","CH",81.109,4.399,5.793,1374.605,6.1457
"Rudy Bonilla","R","FB",90.212,-6.753,8.619,2140.759,6.4304
"Larry Fisher","R","CH",83.097,4.129,7.929,1550.484,6.2015
"Jake Taylor","R","BRK",87.09,1.447,4.381,2227.821,6.6888
"Billy Chapel","L","FB",87.565,12.492,5.77,2209.346,5.2296
"Davis Birch","R","FB",85.492,5.299,8.24,2525.19,5.8297
"Charlie Donovan","R","FB",88.132,-9.784,6.771,2007.163,6.5471
"Mel Clark","R","FB",92.274,-11.431,8.429,2453.214,6.3072
"Lonnie Ritter","R","CH",88.123,8.389,5.784,1985.727,5.56
"Terrence Mann","R","FB",90.065,-9.543,5.462,2147.355,6.978
"Ben Williams","L","FB",93.778,7.217,8.694,2072.821,5.9633
"Terrence Mann","R","FB",88.875,6.288,6.965,1957.676,6.9524
"Roger Dorn","L","FB",86.885,10.853,6.108,2339.261,6.546
"Ben Williams","L","BRK",79.825,5.226,-3.673,2480.646,5.4385
"Gus Sinski","L","BRK",77.834,1.021,-1.612,2105.884,6.0154
"Ken Strout","R","BRK",81.47,4.87,-2.968,2702.101,5.4617
"Mel Clark","R","BRK",86.706,-0.492,6.671,1561.364,6.4123
"Hank Murphy","R","CH",90.296,4.939,5.731,2216.921,6.0853
"Ben Williams","L","BRK",79.986,5.01,-0.901,2666.727,5.224
"Lonnie Ritter","R","FB",91.625,-7.827,6.195,1982.875,5.4418
"Billy Heywood","L","BRK",75.23,4.875,0.095,2314.417,5.71
"Lou Brown","L","FB",89.732,8.071,7.138,2132.424,5.8397
"Ben Williams","L","BRK",80.664,-5.838,-3.642,2512.896,5.2404
"Mickey Scales","R","FB",93.997,8.177,8.632,2243.433,5.8071
"Terrence Mann","R","FB",89.211,-4.73,8.28,2038.594,6.7753
"George Knox","L","FB",94.288,3.96,7.788,2690.396,6.5034
"Ken Strout","R","CH",83.354,7.704,9.067,1977.52,5.8969
"Larry Fisher","R","CH",84.938,5.461,1.087,1410.637,6.5047
"Roger Bomman","R","FB",90.81,-5.429,12.203,2392.374,6.2262
"Billy Heywood","L","CH",80.803,-0.871,4.27,1020.909,5.63
"Jimmy Pena","R","FB",89.915,-1.337,18.323,2425.69,6.0096
"Billy Chapel","L","FB",93.858,6.764,7.687,2346.797,5.3366
"Mickey Scales","R","FB",91.863,-7.173,12.32,2276.947,6.6112
"Davis Birch","R","FB",87.67,1.031,3.676,2774.896,5.8167
"Jim Bowers","L","FB",93.735,5.27,11.808,2512.444,6.8804
"Lou Brown","L","FB",90.981,-9.906,7.204,1940.657,5.966
"Ben Williams","L","CH",84.528,4.681,2.227,1662.499,6.1186
"Roger Bomman","R","FB",91.203,6.546,7.808,2367.243,6.3861
"Lou Collins","L","CH",76.795,9.951,1.831,2429.585,6.0124
"Ben Williams","L","FB",94.716,-5.142,8.353,2264.055,6.6312
"Hank Murphy","R","FB",92.641,2.275,6.777,2537.62,6.3449
"Lou Brown","L","FB",87.241,-10.388,6.828,1995.748,5.9171
"Pete Klein","R","FB",91.908,5.378,14.955,2282.917,6.4783
"Charlie Donovan","R","FB",90.2,-11.372,5.541,2219.928,5.7976
"Mel Clark","R","BRK",82.645,-4.765,4.803,2110.632,5.7914
"Billy Heywood","L","FB",90.302,-7.677,9.498,2136.687,6.0797
"Larry Fisher","R","BRK",79.218,-3.988,-0.743,1900.047,6.2155
"George Knox","L","FB",94.132,-4.009,10.522,2663.694,7.4759
"Lou Brown","L","FB",89.548,-9.602,11.55,2213.712,5.9547
"Billy Chapel","L","BRK",77.557,-3.568,-0.223,2703.829,5.1009
"Jack Bradfield","R","FB",95,9.748,4.515,2118.737,5.9932
"Roger Dorn","L","FB",88.676,10.699,8.182,2389.521,6.2806
"Rudy Bonilla","R","BRK",82.286,1.986,-1.994,1975.723,6.2316
"Mel Clark","R","FB",94.227,-12.29,3.864,2557.723,6.4237
"Mickey Scales","R","FB",90.084,-5.614,12.936,2159.872,6.8244
"Lou Collins","L","FB",91.207,5.776,13.162,1924.997,5.8834
"Billy Chapel","L","BRK",79.342,-3.158,-0.736,2653.662,5.0368
"George Knox","L","BRK",81.366,7.185,-0.13,2453.124,6.5825
"Lou Brown","L","FB",87.803,8.89,4.066,1989.986,5.6899
"Billy Chapel","L","FB",88.26,-4.71,7.79,2190.594,5.4507
"Ben Williams","L","FB",95.967,8.022,7.652,2124.265,6.029
"Ken Strout","R","CH",84.42,0.406,11.056,1764.765,5.9666
"Terrence Mann","R","BRK",79.642,5.604,1.775,1914.269,5.7789
"Charlie Donovan","R","BRK",81.783,18.323,10.539,2257.574,5.2719
"Roger Dorn","L","CH",81.524,10.026,5.607,2063.095,6.1591
"Charlie Donovan","R","FB",91.591,-5.383,6.36,2032.948,5.8898
"Lonnie Ritter","R","BRK",85.822,-0.365,0.612,2349.809,5.5407
"Charlie Donovan","R","BRK",78.294,16.4,10.523,2309.138,5.0633
"Billy Chapel","L","BRK",78.776,-6.205,0.171,2561.475,5.2443
"Lou Brown","L","FB",90.269,9.422,6.188,2192.265,5.8052
"Mickey Scales","R","CH",82.367,-11.206,2.471,1740.426,6.3698
"Larry Fisher","R","BRK",81.243,6.598,5.133,2151.12,6.0382
"Jake Taylor","R","CH",86.585,9.577,3.871,1895.053,6.7262
"Mickey Scales","R","FB",94.734,5.016,10.612,2496.012,6.3409
"Rigo Sanchez","L","FB",90.804,-1.338,11.898,2253.609,5.9883
"Davis Birch","R","FB",84.933,5.292,6.589,2634.624,5.8572
"Ken Strout","R","FB",90.53,9.72,6.556,2164.485,5.8378
"Billy Chapel","L","FB",88.593,6.166,3.424,2261.422,5.1252
"Charlie Donovan","R","FB",88.961,-6.784,8.571,2118.552,6.2048
"Billy Chapel","L","CH",85.88,8.176,7.468,1901.822,5.2419
"Mickey Scales","R","FB",91.231,5.229,8.473,2363.723,6.3915
"Lonnie Ritter","R","BRK",86.367,-0.951,0.833,2410.438,5.4125
"Rudy Bonilla","R","FB",92.315,-4.729,8.167,2263.583,6.4226
"Lou Collins","L","FB",91.659,3.147,9.989,1982.374,6.2006
"Ken Strout","R","FB",90.557,-2.658,9.477,2225.444,6.3694
"Terrence Mann","R","CH",81.495,5.111,5.694,1475.548,6.6631
"Lou Brown","L","FB",89.613,10.384,6.911,2028.398,6.0273
"Larry Fisher","R","FB",87.832,6.492,4.773,1783.879,7.0047
"Roger Dorn","L","FB",88.61,-8.868,9.598,2340.081,6.3314
"Gus Sinski","L","CH",84.513,10.29,4.906,1842.095,6.0018
"Jimmy Pena","R","CH",83.012,6.271,5.652,841.459,5.6552
"Lou Brown","L","FB",89.824,-8.558,6.154,2168.086,6.1364
"Roger Dorn","L","BRK",76.789,-4.552,-3.474,2889.043,5.3844
"Billy Heywood","L","CH",82.756,5.757,5.408,1246.89,5.6889
"Gus Sinski","L","FB",86.725,5.481,4.192,1608.486,5.8557
"Billy Heywood","L","BRK",74.399,-9.138,3.114,2354.94,5.3504
"Billy Chapel","L","FB",89.968,8.502,7.895,2308.143,5.556
"Billy Chapel","L","BRK",80.264,4.896,-1.818,2975.793,5.2345
"Ken Strout","R","FB",89.925,2.211,11.975,2475.499,5.9797
"Rigo Sanchez","L","BRK",75.58,0.819,-6.883,2691.356,5.7226
"Jack Bradfield","R","CH",87.999,10.538,5.015,1821.234,5.9085
"Davis Birch","R","BRK",78.622,-6.574,-11.851,3208.207,5.7913
"Gus Sinski","L","BRK",77.895,1.347,-1.349,2293.039,6.095
"Ben Williams","L","FB",95.38,8.624,13.322,2281.9,5.9718
"Lonnie Ritter","R","FB",94.804,-6.762,5.825,1953.08,5.8069
"Roger Bomman","R","FB",93.9,-8.346,8.135,2682.087,6.083
"Jim Bowers","L","BRK",73.882,3.793,-9.329,2531.083,6.7256
"Charlie Donovan","R","FB",90.446,-3.632,7.325,2110.146,6.2695
"Ken Strout","R","FB",92.346,-7.131,11.778,2529.012,6.3815
"Roger Dorn","L","FB",84.845,-8.629,7.057,2236.674,5.6741
"Jim Bowers","L","BRK",76.469,3.572,-6.751,2479.797,7.1485
"Billy Chapel","L","FB",88.669,10.701,7.606,2248.35,5.431
"Billy Chapel","L","BRK",76.955,3.191,-0.877,2518.054,4.9563
"Billy Chapel","L","FB",88.662,23.126,17.134,2147.355,5.3369
"Ben Williams","L","FB",91.379,5.148,10.391,1890.523,6.0749
"Roger Dorn","L","BRK",78.375,3.757,-5.289,2863.482,6.0571
"Ed Dweeb","R","BRK",81.329,3.988,1.356,2234.804,5.1967
"Billy Chapel","L","FB",89.237,8.903,6.449,2293.84,5.4659
"Mickey Scales","R","FB",94.742,1.826,12.742,2368.952,6.528
"Rudy Bonilla","R","BRK",78.647,1.924,1.799,1835.009,6.041
"Larry Fisher","R","BRK",82.874,3.138,9.348,2072.574,6.0609
"Charlie Donovan","R","FB",90.169,-8.117,5.391,2330.917,6.2216
"Lou Collins","L","BRK",76.347,-9.006,-9.721,2635.382,5.3088
"Larry Fisher","R","CH",84.413,6.148,1.135,1339.484,6.8946
"Ben Williams","L","CH",82.82,7.929,5.069,1695.861,5.8644
"Mickey Scales","R","FB",93.286,1.787,14.863,2421.28,6.3604
"Billy Chapel","L","FB",87.955,-8.101,8.001,2158.412,5.0742
"Mickey Scales","R","FB",93.996,3.453,12.358,2360.321,6.3317
"Ken Strout","R","CH",86.049,11.086,9.228,2054.176,6.028
"Gus Sinski","L","BRK",77.105,-0.351,-2.607,2075.859,5.4866
"Lou Brown","L","CH",81.669,7.94,7.45,1473.562,6.3399
"Rigo Sanchez","L","BRK",77.27,-0.141,-3.296,2522.498,5.6067
"Terrence Mann","R","FB",91.599,6.623,4.586,2112.446,6.7687
"Billy Chapel","L","BRK",78.993,-3.38,-1.435,2614.652,5.2787
"Ben Williams","L","CH",83.16,8.181,7.271,1554.606,5.9253
"Roger Dorn","L","BRK",76.576,-5.787,-2.928,2728.721,5.9374
"Roger Dorn","L","FB",88.987,11.442,8.98,2345.421,6.4196
"Lou Collins","L","FB",91.545,6.348,12.175,2118.045,6.0098
"Roger Dorn","L","FB",87.947,-9.769,7.175,2344.684,6.4759
"Charlie Donovan","R","FB",89.655,-4.659,6.687,1933.166,6.4499
"Larry Fisher","R","FB",90.301,4.431,8.593,2169.645,6.4908
"Larry Fisher","R","CH",80.316,-0.473,2.263,1069.921,6.2656
"Larry Fisher","R","CH",80.975,5.622,5.014,1260.682,6.2333
"Ben Williams","L","FB",93.264,2.578,9.295,2088.587,6.117
"Roger Bomman","R","FB",90.903,10.346,2.85,2172.873,6.6399
"Terrence Mann","R","FB",92.944,-6.38,8.645,2262.719,6.7447
"Billy Chapel","L","CH",83.63,9.352,4.502,1895.532,5.7936
"Roger Dorn","L","FB",90.475,10.152,10.037,2519.271,6.2624
"Davis Birch","R","BRK",74.495,3.126,-10.021,2946.031,5.3181
"Roger Dorn","L","CH",79.397,12.576,4.987,2166.602,6.184
"Lou Brown","L","FB",89.086,9.698,6.3,2136.07,5.9119
"Jim Bowers","L","FB",93.652,2.756,14.044,2427.59,7.6669
"Ben Williams","L","BRK",83.997,-2.967,2.936,2411.281,5.261
"Charlie Donovan","R","FB",88.565,7.482,2.641,1994.17,6.4477
"Pedro Cerrano","R","BRK",76.711,2.414,-0.35,2255.557,5.8912
"Larry Fisher","R","FB",91.39,1.217,10.457,2110.677,6.6374
"Larry Fisher","R","FB",92.693,3.333,11.879,2373.585,6.4774
"Billy Chapel","L","BRK",79.917,-1.091,0.925,2628.354,5.493
"George Knox","L","FB",92.515,-3.023,5.402,2560.137,6.4392
"Roger Bomman","R","BRK",78.14,6.039,-8.324,2299.797,6.0372
"Terrence Mann","R","FB",89.824,8.512,2.36,2204.285,6.4724
"Lou Collins","L","CH",75.728,11.144,6.502,2321.861,5.5468
"Jack Bradfield","R","CH",89.636,4.189,6.808,1958.26,5.9757
"Lonnie Ritter","R","FB",91.156,10.904,5.553,2062.901,5.505
"Jake Taylor","R","FB",92.079,5.289,7.792,2209.161,7.4713
"Jim Bowers","L","BRK",74.083,-5.226,-8.261,2411.423,6.5633
"Terrence Mann","R","FB",89.337,8.343,3.488,1994.716,6.6142
"Roger Bomman","R","BRK",78.82,6.57,-6.998,2490.498,5.1166
"Ben Williams","L","FB",94.803,3.838,7.652,2269.442,5.9529
"Larry Fisher","R","CH",84.8,5.676,5.515,1750.076,6.8948
"Mickey Scales","R","FB",92.835,3.828,12.981,2337.46,6.4614
"Rigo Sanchez","L","FB",89.899,-0.876,13.707,2186.491,5.765
"Jimmy Pena","R","CH",84.209,-1.48,4.382,850.574,5.6721
"Hank Murphy","R","BRK",87.765,0.006,2.762,2850.444,6.24
"Lou Brown","L","FB",89.566,-7.776,9.794,2166.372,5.9446
"Terrence Mann","R","FB",92.398,8.764,3.128,2331.117,6.7972
"Lou Brown","L","FB",90.309,7.816,6.235,2134.769,6.0331
"Ben Williams","L","FB",94.159,6.827,9.222,2206.301,6.166
"Charlie Donovan","R","FB",91.063,-5.426,6.04,1802.485,6.1476
"Pete Klein","R","FB",92.571,6.205,14.304,2364.374,6.6422
"Lou Brown","L","FB",89.414,8.249,9.759,2154.805,5.6258
"Jake Taylor","R","CH",84.32,9.15,3.739,1971.375,6.7188
"Ben Williams","L","FB",94.213,-5.425,12.09,2202.904,6.1114
"Roger Dorn","L","FB",85.681,10.517,10.122,2227.838,6.6443
"Jack Bradfield","R","FB",93.083,7.498,11.497,2123.561,5.9716
"Billy Chapel","L","BRK",81.197,-2.769,-0.713,2380.072,5.4257
"Lou Brown","L","BRK",78.354,-4.801,6.251,2049.065,5.9933
"Pedro Cerrano","R","CH",84.081,7.987,5.332,1400.356,5.788
"Billy Chapel","L","FB",87.623,7.561,8.179,2187.961,5.4978
"Roger Dorn","L","BRK",79.058,-4.153,-6.035,2798.825,6.0251
"Ken Strout","R","FB",90.545,-9.239,9.614,2272.166,6.1895
"Larry Fisher","R","FB",89.076,-1.881,9.836,2131.792,6.86
"Larry Fisher","R","FB",86.925,-4.097,8.718,2168.503,6.949
"Roger Bomman","R","BRK",76.489,11.399,-7.967,2275.578,6.1699
"Jim Bowers","L","FB",95.885,-2.405,12.251,2145.158,7.1182
"Lou Brown","L","FB",90.046,7.871,7.608,2236.345,5.7543
"Larry Fisher","R","FB",89.047,2.621,7.774,2196.067,6.7979
"Pedro Cerrano","R","FB",87.551,5.463,8.833,2225.271,6.1938
"Pedro Cerrano","R","BRK",76.2,3.854,-2.189,2316.905,5.6453
"Ed Dweeb","R","FB",91.34,9.251,6.594,1971.132,5.7679
"Ken Strout","R","BRK",81.117,5.932,-6.35,2754.736,5.5315
"Rudy Bonilla","R","BRK",78.246,6.33,0.626,1951.091,6.3336
"Jimmy Dougan","R","FB",88.096,-7.276,7.874,2071.018,6.0262
"Davis Birch","R","BRK",75.342,-6.84,-9.941,3026.642,5.7856
"Hank Murphy","R","BRK",84.981,-0.811,1.423,2730.113,NA
"Ken Strout","R","FB",90.735,1.803,9.433,2563.382,5.8573
"Jim Bowers","L","FB",94.75,3.259,12.636,2399.122,7.1918
"Jim Bowers","L","FB",93.706,0.989,13.389,2410.987,7.2141
"Jake Taylor","R","BRK",86.254,2.866,2.122,2377.491,6.9734
"Lou Brown","L","FB",87.884,11.608,8.291,1988.862,6.086
"Roger Dorn","L","FB",90.415,-9.36,11.596,2487.946,6.6209
"Terrence Mann","R","CH",82.167,2.948,8.806,1549.751,7.0859
"Lonnie Ritter","R","BRK",83.135,0.572,0.042,2235.588,5.442
"Larry Fisher","R","BRK",83.501,0.42,-0.553,1960.246,6.2945
"Jake Taylor","R","FB",87.585,13.094,7.036,2166.566,7.0806
"Lou Collins","L","BRK",77.791,-5.228,-7.636,2700.401,5.7211
"George Knox","L","BRK",86.054,3.337,2.349,2632.11,6.3756
"Lou Collins","L","BRK",76.232,-6.877,-8.332,2713.956,5.7214
"Billy Heywood","L","FB",87.221,5.65,11.577,2161.826,6.0031
"Charlie Donovan","R","FB",90.065,7.019,8.376,2015.676,6.3019
"Mel Clark","R","FB",94.337,7.215,7.227,2507.009,6.0728
"Billy Chapel","L","FB",91.007,-6.958,8.756,2294.187,5.4958
"Ben Williams","L","FB",92.442,-4.881,11.177,2029.169,5.8877
"Pedro Cerrano","R","BRK",74.82,3.004,-0.665,2118.062,6.0129
"Rudy Bonilla","R","FB",88.244,-3.99,9.095,1808.867,6.4088
"Lonnie Ritter","R","BRK",90.958,-0.066,4.215,2328.65,5.5798
"Gus Sinski","L","FB",89.335,5.483,6.024,2051.068,5.6649
"Rigo Sanchez","L","FB",88.871,1.591,13.453,2087.963,5.6121
"Lou Collins","L","FB",91.918,-5.85,11.533,2139.576,5.7529
"Charlie Donovan","R","FB",87.182,9.271,10.583,2018.04,6.1353
"Larry Fisher","R","FB",90.37,-0.162,9.51,2326.585,6.3735
"Jake Taylor","R","BRK",84.354,-3.49,3.908,2192.947,6.6327
"Terrence Mann","R","FB",88.887,-5.022,4.563,2117.391,6.9482
"Pedro Cerrano","R","FB",88.591,-4.305,9.833,2316.704,6.2619
"Hank Murphy","R","BRK",88.098,3.723,1.316,2554.203,6.308
"Roger Bomman","R","CH",82.804,9.882,2.38,2253.395,6.3266
"Charlie Donovan","R","FB",90.837,7.184,8.515,2300.063,5.9182
"Lonnie Ritter","R","CH",79.609,5.701,5.793,1358.165,6.7498
"Gus Sinski","L","FB",88.286,-11.305,7.012,2026.446,5.8089
"Billy Chapel","L","CH",79.199,7.356,5.446,1827.206,5.6356
"Roger Dorn","L","BRK",76.447,1.842,-6.196,2617.401,5.9555
"Pedro Cerrano","R","FB",88.617,5.946,10.87,2241.575,5.9115
"Bo Gentry","L","BRK",76.172,-0.911,0.812,1965.518,5.2371
"George Knox","L","BRK",81.522,8.372,-1.394,2444.608,5.955
"Jim Bowers","L","FB",94.96,2.223,11.084,2509.155,6.9432
"Billy Chapel","L","FB",87.683,-7.825,6.82,2161.197,5.2459
"Charlie Donovan","R","FB",91.196,9.326,19.827,2134.75,6.0098
"Mickey Scales","R","FB",92.847,5.275,11.659,2402.079,6.2029
"Bo Gentry","L","FB",88.706,7.041,6.467,1748.766,5.87
"Lou Collins","L","BRK",76.95,-5.338,-7.365,2659.249,5.526
"Ken Strout","R","FB",89.479,-3.698,9.96,2471.808,6.2191
"Lou Brown","L","BRK",77.243,-7.138,3.203,2108.6,5.8528
"Billy Chapel","L","FB",90.229,6.497,4.882,2192.661,5.3191
"Mel Clark","R","FB",92.03,9.194,8.64,2382.941,6.1673
"Larry Fisher","R","FB",90.206,4.273,12.062,2121.636,6.4383
"Gus Sinski","L","FB",87.236,3.953,7.065,2076.727,5.8516
"Hank Murphy","R","FB",94.212,-6.621,6.615,2475.388,6.9885
"Davis Birch","R","BRK",77.461,-9.994,-8.191,3007.4,5.5086
"Terrence Mann","R","FB",88.996,-8.309,5.053,2252.646,6.908
"Jake Taylor","R","FB",90.622,8.305,5.269,2042.87,7.1577
"Lonnie Ritter","R","FB",93.618,7.781,6.368,2051.757,5.86
"Lonnie Ritter","R","FB",91.812,11.031,5.261,2118.064,5.5849
"Davis Birch","R","BRK",75.787,-6.516,-9.029,3044.269,6.0256
"Billy Chapel","L","FB",89.197,5.87,9.492,2263.388,5.2812
"Billy Chapel","L","BRK",81.21,4.505,-3.812,2592.768,5.315
"Lou Collins","L","FB",90.212,-3.277,13.265,2209.679,5.9709
"Davis Birch","R","FB",85.345,-0.989,4.764,2485.399,5.6903
"Lou Brown","L","FB",87.478,-10.478,5.049,1962.353,5.7733
"Terrence Mann","R","FB",90.033,-9.351,6.197,2084.832,6.7925
"Ken Strout","R","CH",86.777,7.58,11.612,1766.399,5.4595
"Billy Chapel","L","BRK",80.138,2.291,1.696,2691.731,5.4698
"Pedro Cerrano","R","BRK",73.786,2.408,-2.162,2252.294,5.4573
"Lonnie Ritter","R","FB",91.395,7.524,4.903,2053.13,5.4869
"Lonnie Ritter","R","BRK",83.762,-0.396,-1.643,2397.085,5.0598
"Lonnie Ritter","R","CH",85.793,5.684,6.281,1475.205,6.3373
"Mel Clark","R","CH",85.987,9.758,7.197,1675.191,6.5777
"Ben Williams","L","FB",95.834,7.368,6.962,2278.447,5.6621
"Roger Dorn","L","FB",86.268,11.208,8.089,2257.923,6.2767
"Davis Birch","R","FB",86.844,8.144,3.872,2911.951,5.8998
"Jack Bradfield","R","FB",93.033,-10.63,7.309,2016.113,5.8127
"Ken Strout","R","BRK",80.645,7.012,-3.749,2609.438,5.0115
"Lonnie Ritter","R","FB",94.247,9.745,5.102,2010.926,5.9907
"Terrence Mann","R","BRK",76.599,6.799,0.852,1888.119,5.9743
"Jim Bowers","L","FB",93.732,-2.468,12.555,2242.235,7.399
"Roger Bomman","R","BRK",76.629,5.228,-6.167,2309.322,5.2829
"Mel Clark","R","FB",94.641,10.075,7.273,2561.254,6.1513
"Roger Dorn","L","BRK",77.301,5.595,-4.411,2925.189,6.0271
"Mel Clark","R","FB",95.856,7.074,9.081,2574.973,6.2692
"Rudy Bonilla","R","CH",82.205,7.11,3.991,1982.007,6.8273
"Jim Bowers","L","FB",95.643,2.649,13.572,2283.79,6.9602
"Lou Brown","L","FB",91.533,9.607,6.179,2210.72,5.9712
"Roger Dorn","L","FB",88.501,10.433,8.683,2406.311,6.5534
"Terrence Mann","R","BRK",76.609,6.185,0.379,1735.062,6.3086
"Lou Collins","L","BRK",77.973,6.455,-6.752,2826.727,5.8395
"Billy Chapel","L","FB",90.452,7.559,9.994,2308.619,5.4283
"Ben Williams","L","CH",84.248,9.6,7.553,1860.761,5.968
"Ben Williams","L","BRK",84.127,-3.891,3.157,2474.262,5.2904
"Terrence Mann","R","BRK",80.296,-7.333,5.535,1985.602,5.8377
"Roger Dorn","L","CH",84.174,9.31,5.375,2066.88,6.1115
